lat,lon,densidad_500m,rating_norm,log_resenas,precio_log,nombre
0.9321828982719687,-0.8901105999029937,1.175044302901767,0.8069992173185606,0.8709043303428595,0.30697831859800245,Oliva Restaurant - Cocina Abierta
0.8570205646053827,-0.8362112168247708,1.5599843891064742,0.8069992173185606,0.7441042538010729,0.014470627478640771,YATI Restaurant café bar
0.9917459089788224,-0.8808541051426056,1.2392009839358848,0.8069992173185606,1.1560169085288097,0.7851836876031707,Popular Cocina Boliviana
-1.6316991922391433,1.18320892091727,-0.942126171224123,0.5663219852835834,1.302169659511236,2.740154882697466,Gustu
0.9501477144196003,-0.8402186502832963,1.5172132684170623,0.5663219852835834,0.8375844757369139,0.5608781900995343,Café Restaurante Banais
-1.0245918630967137,1.7446515423051698,-0.9848972919135349,1.04767644935354,0.0642428789587273,1.760980619179231,ASAU
0.23084380404520968,-0.4055215584035951,0.7687186563523537,0.5663219852835834,0.8484544874298908,0.7851836876031707,Manq'a Restaurante
0.9075850021368148,-0.8906080469563578,1.175044302901767,1.2883536813885172,-0.21305199524383084,-1.2897896599385599,Restaurante Cafeteria Sabor Urbano
0.287480931378353,-0.48136432588061984,0.8970320184205895,0.5663219852835834,0.30849473828695273,1.4872086702266105,LUDO COCINA A LA VISTA
0.22605354563041283,-0.5302534222417805,0.6617908546288239,1.04767644935354,-0.3520325834358082,-1.2897896599385599,Restaurante Vegetariano Armonia
0.21751298366450775,-0.34797290374517836,0.5762486132500001,0.5663219852835834,0.12517149032211528,1.1679926760602728,Bodegón Porteño
-1.4002957640861156,1.1442568268852145,-0.4930294039852978,1.2883536813885172,0.0048218490476745575,1.1679926760602728,Mestizo Cocina de Autor
0.6956712980407931,-0.6347650582731166,-0.4502582832958859,1.5290309134234967,-0.15798816598449228,0.30697831859800245,Ayluri
0.9332605717061027,-0.8644224340904172,1.196429863246473,0.08496752121362659,-0.10081058357693282,0.30697831859800245,La Boliviana
0.8905847037127466,-0.908153999407109,1.175044302901767,0.5663219852835834,0.6704862337643253,0.30697831859800245,Sabor Cubano La Paz Bolivia
-1.4234064708819576,1.2846005690324043,0.23407964773470477,0.8069992173185606,1.2441802951723167,0.7851836876031707,El Bosque Boulevard
-1.0967151576790186,1.737193816087683,-1.0062828522582408,0.32564475324860603,-0.04252554833044398,0.9860792043722097,Carbón & Sal
0.1670455367421362,-0.48628706191647547,0.7687186563523537,0.32564475324860603,0.6269478811160567,1.1679926760602728,La Rufina Restaurant
-1.4103342921254172,1.2692831793787787,0.08438072532176306,-0.6370641748913074,0.21511215245314325,1.4872086702266105,La Casa del Camba - Restaurant- La Paz
0.835596416734016,-0.6792408043809125,0.3410074494582346,0.5663219852835834,0.9552229147190615,-1.2897896599385599,Paceña La Salteña
-1.4423196396516424,0.8551445793021916,-1.476765179841772,0.5663219852835834,0.5777773291555084,0.7851836876031707,HASTA LA VUELTA
-1.383581049121995,1.3311456948802265,0.5548630529052941,0.8069992173185606,-0.5067210839570084,1.6289528361607486,Yerbabuena Restaurante
0.9770949386411435,-0.9023318790992371,1.2392009839358848,0.5663219852835834,0.2754205815731861,0.014470627478640771,The Lucky Llama Irish Bar
-1.2971516397011487,1.375151850969665,0.06299516497705711,0.8069992173185606,1.0189384206356147,2.740154882697466,La Suisse Restaurant
0.1533267539250005,-0.34904340980285503,0.44793525118176436,0.08496752121362659,1.2117948406328218,1.1679926760602728,Don Hugo Parrilla ex Parrilla Casa Argentina
0.8431293540388697,-0.8471351541070986,1.5172132684170623,1.2883536813885172,0.33334733900737135,-1.2897896599385599,Cafe Vida Vegan & Healthy Restaurant La Paz
0.9078220902924238,-0.8975524078151665,1.175044302901767,1.04767644935354,0.3992495292473169,0.30697831859800245,New Delhi Curry Lounge
0.910198360214791,-0.6758820418793449,0.3410074494582346,0.08496752121362659,0.8159317324576082,2.740154882697466,Ali Pacha
0.9828389380452275,-0.9043336060401235,1.2605865442805908,0.08496752121362659,1.1836210626367794,-0.3305287819036897,The Carrot Tree Centro
